time,cpu-cycles,instructions,l1d.replacement,icache_64b.iftag_miss,l2_rqsts.all_demand_miss,longest_lat_cache.miss,br_inst_retired.all_branches,frontend_retired.itlb_miss,itlb_misses.walk_completed,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,branch-misses
5.711802384,459257487,454069540,13310783,9656,2749225,1043640,113576022,0,175,3775,325,8403825
5.812006362,459017868,446064229,13133620,11000,2738346,1340089,112094483,0,115,3849,316,8358172
5.912208081,459269931,450963269,13307726,9788,2796315,979322,112947784,18,176,4326,322,8463367
6.012427277,458846843,439838334,13167101,13920,2898264,1354989,110312560,15,113,4825,356,8407095
6.112630657,458647434,436029301,13336484,11822,3184912,1393741,109624290,11,127,7597,229,8374748
6.212833805,459163321,442776841,13371456,9244,2901178,986866,110853294,17,155,6301,331,8525477
6.313045626,459288253,443800507,13375346,10078,3007448,1045812,111585951,18,166,5765,337,8502019
6.413249618,459274143,447419624,13633747,8835,3117115,1145272,112040869,14,114,8070,176,8459032
6.513418060,459044365,446288533,13377461,10061,2971688,1093461,111717386,10,142,6614,178,8498601
6.613664003,459288300,441472755,13190931,9643,2812678,1123542,110752692,33,152,5512,364,8507981
6.713862517,459238202,440596165,13175553,10411,2857133,1048179,110764249,30,137,5870,387,8573797
6.814069250,459178574,440286525,13164934,10056,2847459,1189521,110340942,1,126,6044,330,8536182
6.914290292,459326558,442064596,13217920,9742,2903877,958761,110978896,0,148,6154,320,8572581
7.014491280,459185521,442818200,13305631,11752,2957989,995265,111278023,57,186,6686,359,8566373
7.114704905,459321898,440172893,13218979,11120,2955620,1200149,110391032,1,161,6898,336,8558053
7.214868585,458580290,438282821,13209318,9920,2969040,1260493,109973297,15,143,7033,376,8506876
7.315067582,458894052,437718596,13221193,10551,3009350,1085101,110107334,63,235,7569,421,8569354
7.415282999,459278149,438111254,13222350,9543,3034239,1076949,110297555,11,170,7973,442,8621999
7.515449465,458896169,437197657,13176295,9991,3042016,1085697,110050945,28,155,8312,391,8622096
7.615645457,459129702,432898523,13131727,11184,3033568,1452243,108994351,44,178,8116,416,8565758
7.715855197,459088374,432972618,13228939,13339,3113750,1283908,109153176,0,149,8497,344,8580413
7.816049885,459041378,432525885,13195110,10425,3072470,1274967,108513636,0,165,8701,324,8588796
7.916253749,459004832,430569720,13120063,10979,3071930,1432376,108521759,0,148,8734,329,8592816
8.016464084,459209711,431524063,13213330,12391,3158297,1015148,108793583,59,150,9543,361,8695032
8.116668991,459146811,429606705,13200863,9813,3187215,1160121,108559786,0,156,9351,352,8640449
8.216881506,459300961,429927974,13219589,9486,3187446,1129114,108445398,15,149,9994,329,8717257
8.317085607,458474465,425454907,13103367,11141,3179831,1394153,107572065,2,164,9596,350,8615634
8.417288471,459286209,430013108,13224083,10514,3227497,1248525,108398289,0,136,10315,400,8683538
8.517499255,459104881,425742818,13209664,9570,3287808,1238414,107206317,0,140,10689,489,8722581
8.617701545,459237891,427170197,13234658,9666,3324989,1008856,108147794,14,115,11547,437,8744355
8.717903498,459241663,422796898,13216112,9539,3349037,989096,107160705,18,160,11909,421,8784554
8.818111750,459287925,418949891,13130148,10474,3367566,1157059,106234148,1,138,12293,424,8794896
8.918315207,459246873,414925517,13151635,9631,3405219,1110857,106015530,0,118,12481,427,8728009
9.018516128,458957773,413960526,13089768,9652,3382468,1498431,105014220,19,167,12151,442,8771361
9.118728328,459125253,414930937,13142746,20550,3451885,1126261,105871481,0,106,12758,427,8796674
9.218931250,459102745,411391764,13169503,10576,3491926,1373610,104625109,13,168,13332,425,8752289
9.319108237,458795260,410973530,13091854,12672,3475263,1452004,104068697,11,155,13785,400,8827671
9.419325537,459141000,410452820,13176737,10215,3572835,1195756,104473929,14,152,14561,390,8823677
9.519526371,459147123,409558123,13153215,11088,3613358,1251368,104520686,2,169,14327,416,8822362
9.619737527,459303072,409728537,13199842,11147,3630868,1240345,104225862,0,135,15045,402,8889998
9.719938999,459211661,408901488,13230343,10405,3651474,1137789,104192137,0,138,15338,464,8894877
9.820145491,459198305,408968530,13244777,11062,3678343,1161646,104331642,0,138,15645,446,8885612
9.920345343,459155325,406040227,13202900,10517,3713339,1291971,103625807,0,134,15835,457,8887364
10.020547694,458925945,404508392,13151109,9615,3661888,1584322,103193889,0,158,15579,449,8850966
10.120749075,459117575,404960370,13254154,11205,3759475,1288962,103655240,0,158,16142,456,8883445
10.220960220,458817521,401438535,13212292,11224,3787078,1336870,102914182,14,150,17022,437,8910734
10.321165112,459057100,399810865,13265269,12245,3830431,1444078,102104444,6,123,17638,443,8940102
10.421370035,458982238,399479369,13288639,10067,3861870,1547177,102285002,0,160,17372,390,8875276
10.521586081,458795636,398451358,13284113,12054,3917515,1334988,101943136,30,174,18439,416,8947672
10.621783219,459081266,397899867,13307288,11707,3974334,1393351,101793574,117,170,19579,445,8941841
10.721984934,458769247,388065733,13200215,13062,3985005,1681880,100553986,63,181,19137,500,8804904
10.822198007,459311289,394590109,13313501,12151,4054620,1283332,101201666,23,84,20096,520,8995289
10.922398905,458992171,391329752,13281140,10587,4057729,1711204,100729119,28,178,20105,466,8950512
11.022607479,458721715,388383810,13242037,11253,4117604,1659517,99753530,69,165,20989,534,8924752
11.122775391,459003906,390915974,13390293,12909,4188371,1309830,100504449,31,135,21827,526,9002803
11.222978775,459069111,387242665,13346893,12095,4206556,1548547,99464364,18,158,21711,461,9000881
11.323188109,459100362,382363303,13356038,10653,4252590,1476088,98898770,62,122,24537,533,9103464
11.423397320,459069623,380371453,13325159,11467,4230151,1568610,97926857,1,145,22347,436,9108221
11.523599942,459231684,378761688,13337240,11188,4271130,1443860,97670661,11,124,22763,481,9167451
11.623806416,459230795,379065008,13394327,9956,4288899,1425090,97525345,13,117,22796,449,9165110
11.724008276,458900744,377431383,13360508,10943,4346723,1838007,96996970,27,107,22946,456,9056229
11.824209534,459122829,376620363,13457711,11975,4451002,1603072,97262914,15,127,24333,538,9075274
11.924419325,458808290,374380079,13422416,11422,4494080,1691904,96975778,0,118,24383,557,9008312
12.024625107,459166955,374912051,13577622,10909,4577416,1496279,97110094,15,143,25162,545,9088020
12.124829042,458921977,372059541,13614079,11316,4626230,1856788,96607793,15,109,25228,562,9017277
12.225041346,458736391,370144572,13666635,11394,4689996,1656414,96261092,2,136,25593,527,9012349
12.325245000,459046323,366876410,13799005,11820,4791880,1747483,96250936,15,98,27379,560,9008455
12.425458901,459231233,370854311,13916789,10535,4866150,1683641,96363615,0,118,28507,527,9092388
12.525660830,458815102,366023784,13914919,11066,4913941,2250667,95308627,0,111,28430,500,9020256
12.625867020,459106253,367103250,14140880,13411,5070675,1572610,95539553,38,163,30407,518,9122190
12.726080800,458790263,362776860,14187910,12699,5115489,1873607,94594596,28,131,31028,560,9056856
12.826279391,458973073,361603439,14272032,11611,5196497,2203488,94224618,13,67,31457,468,9055307
12.926483070,459205840,365372835,14479474,10181,5301654,1708195,95093596,0,102,32279,483,9110198
13.026697998,459070095,346970251,14301531,11532,5367039,2215758,93183653,15,147,30649,606,8782188
13.126903435,458858753,357521523,14554845,10607,5435089,2378496,93567270,1,76,33977,600,9034832
13.227108412,459088820,359351380,14722563,11104,5578571,1811043,94435962,0,127,34496,617,9085046
13.327318285,459144074,357669022,14888685,11284,5731186,1886505,93999303,25,111,36558,647,9080700
13.427521869,459016356,355224928,14993831,10328,5833298,1752907,93960063,2,109,36618,612,9053143
13.527725523,458968084,355504832,15194317,10469,5920280,2100829,93725749,0,116,38255,707,9059929
13.627941076,459112511,354532184,15440092,9949,6113210,1814093,93671244,0,102,39268,674,9040076
13.728150814,459155537,354224904,15874851,10620,6350122,2020430,93081478,14,111,41896,624,9075296
13.828362126,458806426,343278189,15863849,10642,6371298,2529024,90876968,23,111,45242,722,9102447
13.928566498,458999643,341196671,16291124,11508,6582569,2106509,89605352,26,128,44339,769,9178865
14.028769795,458942366,344000130,16698868,11837,6824455,2664629,89933942,3,77,46994,796,9038882
14.128982582,459085436,348527490,17089247,11533,7071232,2742384,90946625,14,106,48584,857,8977685
14.229189552,458504424,346402717,17530998,10356,7401108,2630602,90880860,14,103,49591,903,8871254
14.329394678,458777681,349055598,17919505,12206,7610832,2050176,91618879,2,84,50955,867,8931864
14.429614993,459101059,352454563,18502811,10827,7895135,1991848,92236656,0,101,52821,823,8945645
14.529818082,458845269,347482049,18686956,11143,8030013,2546131,91290944,12,117,53781,867,8798349
14.630023861,458752527,345498773,19064497,12739,8242746,2904312,90446374,2,124,55428,880,8709720
14.730241534,458898445,348656418,19970263,12168,8671476,2341977,91147716,0,107,60332,1026,8777424
14.830451487,458780246,334881125,20254917,12207,8891669,2691320,88418120,25,93,65041,1029,8827112
14.930659253,458949597,336643159,21148853,11771,9258996,3555396,87769629,0,55,65760,1050,8593561
15.030885653,459093935,336773578,22467889,11619,10011725,2861531,88235571,15,78,69369,1122,8541614
15.131094559,458887640,329395324,23565573,11197,10590875,3832061,86251143,14,81,72793,1148,8295505
15.231311617,458964413,330706292,25119991,11426,11551042,3189451,87318133,34,85,77147,1307,8266556
15.331514567,458659012,334043154,29885232,12166,14011231,3904364,89135172,0,40,94337,1612,8000609
15.431740600,458951056,332895869,35823217,12927,17149164,5072869,90189000,27,77,111728,2006,7392236
15.531968279,459100049,351461494,41170032,80564,16648837,6492555,86829564,148,274,114500,89214,6249756
15.632270155,458992280,418418845,24181050,272150,4782096,8415186,53601570,1,153,220683,311216,3453741
15.732496083,458964232,371112575,14276399,144576,4587040,9124337,43246259,0,156,383655,202729,2789394
15.832733248,459033169,336689191,16021524,129869,4752848,9605035,38503246,0,190,391038,202731,2514392
15.932967034,458746591,282595756,15446401,11906,5085686,10678048,31121909,1,23,525345,160930,2666498
16.033202310,458870741,275319935,19654148,66613,5734170,11130547,32223802,42,75,631186,231827,2521316
16.133470142,459083914,288624597,23913101,42645,5702586,12797498,40841579,40,70,568381,196224,2632871
16.233717343,458795739,300693993,23751895,118366,6269288,11014589,42217708,28,126,550298,257546,2286981
16.333961525,458826461,287841799,25553375,73765,6368336,11491470,37444746,15,53,674001,233606,2750531
16.434237265,458849447,261677104,26326925,13178,5968957,14679458,39548223,0,6,734075,245106,2446883
16.534483958,458757772,258692700,26177380,15962,7178125,12712392,32882456,3,26,785714,262142,2513713
16.634742178,458859994,300206753,31076203,11977,5554745,11953527,44305434,19,38,502018,183044,2282801
16.734983010,458757099,245509902,31095051,13603,6468212,14670238,44351815,25,34,786849,256964,2416859
16.835220367,458698451,269814749,30725476,13423,7361414,12865518,36458903,4,29,674961,239707,2403438
16.935468678,458838589,272807729,30716747,12226,5475798,14831907,43693611,2,23,610061,202027,2093786
17.035709310,458279633,266118681,28111017,13322,6171601,12792678,35280523,24,34,625178,216577,2221992
17.135965064,458978706,270937295,27875580,12200,6329167,13407941,33684595,2,8,542827,188240,1991968
17.236229422,458830586,283995397,27399949,14239,6337596,12716368,36577903,3,23,631026,213739,2320966
17.336486766,458670822,269270899,25593165,16678,6106149,12672963,33365209,1,21,644679,207083,2294289
17.436731145,458986073,300752783,25823362,13278,5383346,13659442,47087370,2,11,472195,162233,2235947
17.536995530,458795188,321987359,33048484,14984,5526817,11556444,40788710,3,31,505394,182663,2705515
17.637224823,458880913,327071211,34845034,11680,5559338,10797356,46644944,35,57,344680,146465,2753295
17.737450660,458780052,350242091,42321337,13831,5502659,9717517,51572701,28,43,213904,132578,3617550
17.837694327,459126936,371437915,46013619,12094,5019019,11502709,64269869,23,38,178491,115027,3513902
17.937940482,459109174,329283981,33258169,10260,2971584,13813901,75558496,20,34,305195,67112,3364041
18.038181795,458896775,291369636,11505220,10387,5576230,6536137,77236278,0,63,2816415,802,5929716
18.138424564,459019132,311047758,14981552,10657,6220669,11474889,78994812,12,48,2213573,735,4894992
18.238656345,458738175,313302150,14630043,12559,6585098,8559150,85281532,15,62,1489307,537,5124750
18.338905554,459050583,240358260,14182885,11186,6166691,8874791,54493348,43,93,766043,1230876,3832734
18.439182500,459219874,738035637,24766133,15353,5703940,6482263,160364009,24,160,33188,1553,4340271
18.539383722,458763721,461849546,15874237,11144,4308383,3622055,119807313,28,119,24951,873,7765906
18.639598053,459135984,444147627,18850659,11572,6631466,6099428,114108258,35,124,31789,1178,7478565
18.739798259,458768467,405666246,19547093,12307,7410722,6783792,105964291,2,128,39443,1519,6993110
18.840001242,459060078,404313958,22277121,10928,8270705,7731120,105751700,0,73,50187,1872,6497802
18.940217960,458683536,398862261,21731199,13202,8240826,7621508,105387630,15,99,51323,1888,6588883
19.040424362,459046013,375867209,20397379,11439,8083045,7054049,99552685,0,92,44715,1602,6873859
19.140637444,458581216,380225282,21292739,12428,8460920,7822870,102040794,0,108,49224,1715,6644260
19.240837534,458962629,378358153,18337681,10947,6771320,6030931,100710214,0,119,41966,1389,7205960
19.341045301,459176695,390095859,26404523,18205,9667767,9669772,102470907,2,97,55846,2362,5552631
19.441265654,459154710,388358569,25390741,10921,9742500,9769248,101671316,10,100,54816,2280,5565811
19.541474466,458904640,377907421,24891021,10450,9857681,9970640,101071856,1,88,52460,2265,5550295
19.641684745,459127576,388607200,29776062,9807,10876111,11559752,103905294,0,47,52614,2440,4981883
19.741900902,459069484,399877528,33291815,10967,12256430,13384710,105766679,15,84,62103,2952,4591312
19.842108615,458996209,406407779,30485360,12100,11547518,12322531,105369887,0,30,59518,2750,5046674
19.942318221,459212838,401303635,33536426,10749,12426150,13988119,107659881,1,69,62831,3145,4796956
20.042536128,459181126,405563019,34533748,10661,12755800,14066226,106578431,15,68,62984,3315,4443385
20.142751067,458925986,413258039,34650364,10693,12960855,14688475,109515117,0,47,68498,3342,4309763
20.242954380,458991849,400294628,43331406,14546,15589494,18423274,108587950,16,39,75069,4149,2888283
20.343177467,458953170,360070695,46530934,11477,17711187,21084007,107714014,4,82,70719,30232,1857655
20.443409138,458727063,459521321,35348198,66457,4333274,10276018,67834833,48,96,41540,238779,4393823
20.543646892,458821872,409283607,33000818,309591,5344630,6133931,66209260,82,341,236039,267368,3311775
20.643873225,458548023,299300037,16856097,14691,5251590,10926530,33602603,47,61,595776,166522,2521501
20.744110337,458992883,360316626,18483568,11586,4646867,9703335,41067967,19,40,502529,131976,2889967
20.844356928,458926001,352930310,17156579,10854,4801947,10145328,36599586,0,9,405861,116712,2913865
20.944588686,459033817,326375711,15503722,9947,4593741,9815281,36669376,17,30,476201,124801,2861444
21.044825434,458737237,316476962,16987274,9780,4189627,11947532,41921170,35,65,503032,135252,2579826
21.145072604,458978476,305612707,14628149,11685,4641029,10075315,34610554,2,34,478439,124930,2709547
21.245317673,458689952,316082390,15792347,11312,4342619,9719487,35897398,0,15,452063,128702,2632288
21.345559213,459005166,357603432,15903394,10411,4473704,9934738,36887305,0,10,477358,127833,2735517
21.445806963,459106506,299002727,14849701,92612,4771292,10270118,35213330,1,196,456663,214157,2365265
21.546038990,458819111,304556675,17343985,24026,4196688,13472770,42717516,0,9,560923,158523,2337950
21.646286325,458942824,298440124,14813194,12444,4631047,10408649,33035243,14,33,531434,138243,2523672
21.746558411,459081130,267674631,14626255,11114,4757988,10880618,30316973,0,17,511136,152137,2392579
21.846807278,459089809,293571255,14879621,11030,4794822,10855405,32043881,0,7,518771,144436,2482399
21.947061885,458885588,276955838,14413856,101887,4857034,10445888,34023279,2,127,480919,191440,2313751
22.047292166,458822662,292119669,17556945,72632,4253690,12643339,40594430,0,164,434251,211699,1826441
22.147528861,458898602,274210565,14194605,11449,4738808,10918795,30477131,18,56,513260,147368,2329039
22.247791230,458946674,288974667,14562583,10635,4750714,10780256,32368064,21,40,496864,142215,2466874
22.348048108,459092209,278295440,13905420,11234,4831309,11030284,30412334,18,34,522551,146670,2353665
22.448289563,459028615,267486097,14024876,10263,4807139,11148717,29504464,20,38,542826,153872,2339334
22.548540970,458869033,281495374,14046655,10466,4707473,10875308,30232196,0,12,516418,146133,2388168
22.648779727,458889684,285212269,14109487,81667,5048727,11000729,33548521,25,167,515844,250028,2200892
22.749022614,458994124,293319916,16096980,64538,4687260,13315213,45582173,1,126,372004,156466,1794310
22.849292300,459123752,276145407,13597821,10940,4960397,11351596,29288851,0,20,540693,150069,2368085
22.949522284,458436003,272339730,14048727,10776,4687939,11057025,29887112,18,49,506731,153088,2291923
23.049757524,458879545,277929872,14180936,11137,4917815,11252288,29382265,18,43,479264,144543,2354136
23.150028785,459100571,286100523,14346066,10141,4899864,11251539,30740609,21,60,545057,149891,2448143
23.250281867,458765723,283587288,13861026,11155,4665674,10861620,31338087,17,38,512001,150028,2376711
23.350535086,458943581,257591301,14059903,11093,4749085,11235507,28579761,14,36,528680,159759,2305076
23.450795652,458761427,276616845,14148811,12285,4751712,11161774,28882545,1,19,503288,155261,2375096
23.551037388,458874144,299925070,17944805,12550,4098167,12999541,38966447,0,6,452015,121538,1949676
23.651272269,458806101,269727716,13680317,10956,4912621,11535179,28141881,16,38,486897,150307,2314998
23.751507014,458777921,284010192,14638125,12451,4814346,11229757,30050311,2,26,478165,140467,2429558
23.851734232,458715536,282543586,14566578,10838,4880280,11201877,31326252,19,30,546844,145352,2375995
23.951991111,459060289,273749169,14646580,11210,4771731,11254552,30448125,0,12,494709,152274,2396596
24.052237312,458350691,279091140,15113732,11923,4856419,11095643,30968580,18,32,491425,139709,2359648
24.152482197,458925887,273897588,15119497,12522,4693275,11028522,31576201,31,48,527348,151317,2424625
24.252739290,458889416,286525885,15728113,11914,4667062,10817727,32835601,0,18,486390,144295,2415608
24.352988646,458902805,299859746,19286225,10210,4902007,12006210,39973295,19,40,401654,111113,1932163
24.453249222,458922222,294087403,18010480,11028,4845786,10620121,34362970,0,14,498683,149802,2446275
24.553503264,458896139,304298673,19359415,10716,4784127,10314590,37938546,0,15,438159,132816,2636347
24.653735981,458927408,334676016,27828373,9794,5200084,10156706,42101564,1,23,394942,126296,2698370
24.753994980,459028753,324613379,33046897,11416,5034516,10201864,47558416,37,63,278415,106494,2569243
24.854239764,458488133,369088720,41556185,11635,5170193,11571785,61110753,18,45,202843,80321,2545484
24.954465270,459237953,397649555,56946064,9720,6773825,10006010,77836813,1,6,29935,51341,1962051
25.054721635,458726028,277143011,14257230,10130,3422421,12655603,87135943,31,61,1793769,482,4846777
25.154946543,459066906,286023165,12856363,10022,5888491,8457760,70401642,0,30,2904963,758,5458299
25.255169051,458686388,289582430,13540024,11978,7486788,8262486,80887789,44,122,2873902,726,4946575
25.355416486,458656124,272587389,12967645,13836,6955649,10812700,69668665,3,84,2507562,678,4747483
25.455639348,458960829,259534569,13552924,11596,6794343,10801434,78792363,0,44,2235672,593,4248697
25.555878530,458689368,255721890,12643952,12065,7263945,8877262,74939921,28,73,2452280,680,4647600
25.656105478,459104173,295573302,13468159,10697,6840608,9071346,71081443,14,57,3059178,850,5433449
25.756321895,458606596,301449939,13889998,10870,6392591,8607489,78322372,1,67,2659449,800,5371328
25.856561758,459064765,278497297,13582417,10754,6642580,8313419,60482137,16,46,1228557,1025003,4463637
25.956892025,459293193,103947215,12049054,9941,6205400,11285885,15742361,15,47,20286,2854333,971659
26.057176211,458755427,486158965,18861018,15115,5313447,7580852,124209583,0,115,26473,1291849,2367955
26.157395531,458890251,602897163,18829745,10938,3511279,2485978,158662605,16,157,14501,699,6727510
26.257604642,459161122,547382898,16784371,11721,2988008,2144434,140960655,3,168,11221,644,7269128
26.357811595,459265905,569485772,17666300,10102,3270928,2327618,146115304,27,169,13604,688,7063922
26.458026093,459360205,524863161,16495359,9239,3498472,2464416,140382094,0,203,17254,705,7317268
26.558228160,458800471,502233660,15661867,12815,3210518,2145805,132166599,15,139,17401,662,7602104
26.658431250,459248291,491053213,15431045,10949,2982632,2011968,125597054,0,140,15642,690,7686863
26.758645244,458983623,500002483,17372715,12965,4030296,2722602,131388452,40,178,27673,966,7528030
26.858855009,459074847,450803853,15143161,10930,3156869,2136775,113514394,0,151,18862,803,7933891
26.959060527,459252188,426361572,14635196,11676,3565180,2305249,110792491,0,97,24608,827,8236566
27.059276013,459211106,456513933,19047097,10618,6215674,5498940,120957980,32,156,40188,1221,7337359
27.159478241,459051803,412457183,12481225,10349,2466207,1635743,106828226,16,210,10862,599,8659310
27.259682290,459220249,400996471,13399120,11263,3117560,2010947,104406194,2,148,22135,670,8520177
27.359901201,458987469,405496837,19026161,13020,5497583,5174557,107638802,26,174,49698,1420,7394990
27.460115448,459326243,419921452,13685737,12129,3161561,1961879,108143896,27,145,18703,667,8425587
27.560331095,459129517,399347351,17074982,10943,5144094,4749061,105810082,3,123,43206,1266,7647074
27.660533390,459279164,413492418,13327622,10087,2740857,1806870,109249776,17,131,15679,629,8398959
27.760735487,459291629,414337631,13711167,9544,3179400,1942436,107815098,0,105,19928,705,8342189
27.860953890,459147676,396877331,15950776,11074,4749367,3473175,103974716,2,110,29539,883,8157811
27.961161233,458825221,402991491,13895394,11939,3428109,2243126,105917762,0,157,23647,770,8341460
28.061369721,459161902,399077262,16646329,9306,4601106,3766127,105479186,2,127,40496,1190,7742467
28.161582174,459058719,382804968,18139836,11829,6150487,5780047,102455672,0,145,41696,1239,7691857
28.261783611,458799927,381189380,15063049,11966,4451964,3366208,100677312,0,107,34053,960,8318880
28.361990859,459264279,383805410,15641135,10082,4564618,3655828,102644978,33,129,36354,1076,8022552
28.462210015,459342268,386097325,13220055,9888,3339759,2190836,102821047,0,128,24752,774,8562775
28.562422927,459270663,388914625,14521447,10064,3830687,2765104,103483964,14,121,33701,953,8314383
28.662639526,459294617,387211067,15189171,10881,4079604,3237170,103676507,0,163,38250,1068,8036008
28.762847592,459039097,384552125,15675146,11553,4675083,4060305,103848523,18,149,37522,1061,7939714
28.863054425,459161927,386404246,13480223,11192,3492628,2338088,102249693,0,113,27246,799,8562106
28.963268384,458946664,385978638,14796775,11389,3908818,3017460,102546200,14,153,28292,917,8366157
29.063477489,459233694,386007205,18814392,10256,5524649,4845661,102892827,17,126,44243,1373,7605816
29.163686062,459246681,376912561,15559034,10747,4654567,3580393,100373791,1,101,35039,1050,8161394
29.263904679,458912127,380430373,16640494,9861,5048308,4236560,101577920,21,155,43026,1200,8029797
29.364118465,459234600,382629542,14968697,12130,4381203,3285698,100917060,15,116,33130,941,8380566
29.464325015,459237320,380132730,14539430,9422,4087682,3047875,99876689,15,114,32697,933,8465903
29.564538194,458814062,379416031,14076676,12161,3882971,2770751,100256324,71,161,31780,878,8442654
