time,cpu-cycles,instructions,l1d.replacement,icache_64b.iftag_miss,l2_rqsts.all_demand_miss,longest_lat_cache.miss,br_inst_retired.all_branches,frontend_retired.itlb_miss,itlb_misses.walk_completed,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,branch-misses
3.808538346,459277567,824955987,84841236,4043032,1832844,1693975,7437749,0,28,29037,9780,2972
3.908770442,459154307,743765911,125178282,21038,3058655,2883243,1473650,3,21,103910,545,3788
4.008989610,459055710,676283223,83017464,19739,1586703,5830846,35457021,73,120,45666,11841,25442
4.109192590,459182394,929404628,59525509,15593,612823,1556347,30712027,88,161,75697,24544,10084
4.209404318,459329870,882848679,69708199,19933,475229,798307,5368732,2,9,13492,6077,3743
4.309619393,459069498,506864052,39026269,167253,733255,6933961,77725968,119,549,22500,149288,27291
4.409835100,459189450,850640209,69881453,7151533,1176988,1016411,10775771,4,69,17411,11274,2622
4.510043838,459186243,854335723,70207688,7142445,1145013,948495,10848482,0,27,17588,11176,2699
4.610274538,459211385,776975528,98350121,3003207,2512316,2228331,5564595,42,13,58845,5935,3458
4.710497459,459227841,729711615,122350425,19309,3539611,3048560,1432853,0,0,100259,463,3698
4.810721558,459122799,790775428,51333792,15828,1416068,3939288,44872337,71,214,40212,23328,21018
4.910945207,459349983,790865984,62357732,6488853,1186362,1191843,18953829,85,205,72508,76926,7017
5.011150936,459213118,855390418,70448930,7144995,1133100,972132,10854529,2,39,17501,11353,2744
5.111379230,459268645,819813904,81025624,4918403,2074565,1897211,7292315,90,53,36586,9416,3014
5.211635226,458919070,718359371,120384476,20883,3555588,3013925,1434455,39,57,97232,527,3748
5.311869432,459200227,651481910,73658083,20659,2124275,5751077,31709083,78,251,44901,22973,9398
5.412108596,459085146,855682853,55844578,2601137,4388900,4561271,33657668,29,143,76597,54692,10385
5.512339415,459036612,852724783,70427151,7247223,1144817,961771,10814549,41,79,17326,11318,2692
5.612562695,459430591,855259119,70477868,7163271,1182024,943797,10846947,25,66,17347,11234,2598
5.712781022,459052470,731753843,117570470,622105,3313185,2982784,2076128,60,119,99351,481,3697
5.813000477,458915540,701201278,90655970,18434,2612368,6683270,14940773,40,92,88418,425,2898
5.913245233,459041023,789935972,58260891,22619,1404897,3594231,48769934,44,99,36802,47261,20744
6.013475414,458886603,877567316,69286283,27754,679002,823308,5368993,2,6,13824,6026,5546
6.113686818,459231610,604356132,54723519,13826,577639,1146913,27001411,152,322,26007,28224,45885
6.213889393,459092782,700370153,48052431,4439047,4035517,6082291,39981255,115,269,13060,63128,39340
6.314109771,459210289,856972734,70570612,7200530,991718,840813,10871401,0,35,16378,11223,2670
6.414322295,459215123,832530817,76959901,7102506,1230765,1326127,9240286,17,72,42065,8181,2920
6.514545249,459018356,722440711,120853551,20470,3361599,3159391,1419468,16,32,96451,487,3770
6.614783279,459250862,626388975,89269588,16978,2065821,7879558,36891559,61,158,77415,26574,23064
6.715030684,459376738,850456448,56849486,2017795,4363253,5322545,37025930,26,68,28313,12354,10665
6.815245994,459377553,857717161,70632228,7269102,1005905,817522,10881593,2,40,16156,11246,2612
6.915479276,459487435,857183795,70542645,7197235,1045867,870994,10876757,24,61,17052,11236,2640
7.015708928,459150969,725458130,117800475,1014830,3041860,2863431,2501343,61,94,91888,456,3701
7.115956632,459329907,712731261,98421766,16562,2265142,7971034,18829399,0,14,96836,442,3429
7.216221926,459127027,751204502,58373689,169509,4273689,6758292,51520341,78,203,41846,28225,34691
7.316434610,459294233,857278096,70633638,7169881,979253,841813,10871244,0,31,16935,11353,2645
7.416667004,459471556,856440817,70559667,7128603,1035518,875092,10866786,0,31,16261,11220,2622
7.516858267,458961352,768478756,99842384,3634167,2188848,2156955,5197693,17,43,71161,4194,3457
7.617076538,459016230,719337238,120930604,19398,3438030,3109543,1416749,0,0,96506,504,3683
7.717309007,459059487,712332388,65916503,13875,976949,8682909,48006955,116,190,45886,19327,30895
7.817531949,459284476,917478658,64680553,22092,1159428,2186036,21944469,19,58,48563,6167,4805
7.917760960,459302570,838950463,64964764,21367,919450,1649673,15789931,15,1,12999,7162,23238
8.018009560,458976521,610141540,43854352,2119509,672264,9536764,31266038,22,303,23884,106716,62300
8.118223745,459387859,860555065,70930288,7208689,690094,666486,10920468,0,31,17222,11259,2602
8.218445370,459236696,860486429,70931703,7260236,685663,679212,10912331,3,65,18263,11399,2790
8.318665101,459102576,758285152,118907710,292887,2847039,2524802,3226723,72,99,78703,3578,3873
8.418890353,459205293,746085976,115760757,19466,2314470,7086858,20642158,51,99,84639,1529,3544
8.519146394,459228763,797878868,58783490,17131,4337397,6029320,46204265,144,294,54833,54598,33111
8.619365629,459304359,860968807,71021836,7241476,690151,641070,10922510,27,94,17471,11383,2736
8.719582969,459378199,860910146,71041981,7259780,681270,643708,10928046,0,36,16256,11285,2632
8.819812403,459211705,776169196,105438026,3507762,1914036,1767957,5716193,75,112,76454,3636,3668
8.920030506,459004517,740738331,124844150,20659,3034878,2924557,1470963,22,19,97626,487,3862
9.020255544,459154257,737773033,58747171,13775,572069,8389390,52354409,137,225,42648,22528,32649
9.120488966,459489953,882583123,66375882,5284538,4147558,4554270,20239581,126,253,35136,45192,2728
9.220714907,459437042,861412424,71044729,7229345,685958,641275,10930196,28,69,16216,11242,2637
9.320941983,459099951,798562819,94555232,4257293,1525164,1329213,7946721,42,102,40824,7622,3114
9.421169548,459104564,752069357,125810612,19539,3038827,2882558,1482404,17,14,101323,502,3828
9.521368664,458864699,617773823,76837777,13686,850489,8478571,41881958,142,197,67004,18008,28775
9.621596273,459342617,964963865,60101974,20622,1037463,2255372,26204582,88,161,38066,7505,7625
9.721811453,459220273,882326867,69590432,21010,481510,813369,5365036,42,27,13244,6029,3787
9.822020565,458580599,585510339,38811515,25050,1559614,11734100,34476324,42,269,21847,95856,76687
9.922248595,459288844,853933078,70315730,7165299,1149948,922373,10851197,0,34,17412,11333,2698
10.022468986,459123237,852772977,70204057,7189926,1155227,972635,10827119,0,34,17538,11315,2663
10.122689641,459152554,762911133,103881550,2680767,2467438,2067395,5660079,13,37,71973,3566,3488
10.222930448,459178666,724684568,121300769,21949,3539272,3053259,1429824,35,28,99885,436,3724
10.323140070,458543264,793073130,63660782,14466,1183665,6129683,51197318,81,281,42113,19456,32441
10.423354729,459365857,802307538,68672442,5954605,1913039,4368041,19077696,134,231,72273,72069,3756
10.523588375,459079887,853493979,70314979,7102002,1151450,942945,10841132,48,93,17478,11247,2665
10.623815511,459419906,804574216,89869452,3651856,2195847,1744042,7493488,72,142,38806,8439,3018
10.724042824,459171670,724971698,121460332,19662,3508191,3077858,1429500,15,30,97514,520,3728
10.824281680,459044709,697672890,83622048,17833,1672262,6485277,36522357,49,109,52690,10659,26558
10.924507517,459202688,842021563,60647698,3563313,1177532,2454523,32450563,81,184,74958,74709,9068
11.024729102,459280841,854173270,70411449,7251351,1142886,937377,10835234,31,30,17121,11340,3339
11.124943746,459288549,845106616,71969789,6804243,1136873,923007,10813412,34,32,21359,10681,5009
11.225163262,459102894,725283060,121569603,19574,3519697,3032321,1429076,17,25,97028,530,3731
11.325399053,459116456,716664312,92024866,22858,2946188,5508851,22113153,61,64,64292,864,21781
11.425650868,459138849,853727358,59739279,15570,949055,2198436,40862077,26,94,82366,36925,14504
11.525869972,459308191,882660140,69644582,21317,679192,830495,5365320,24,19,12890,6020,3797
11.626102459,459521410,687979512,49329662,45112,804569,3452602,62234181,201,565,8193,44099,11642
11.726355775,459047293,656316898,59260670,6308196,1009529,3956534,22071367,38,102,30636,123958,20402
11.826575619,459273574,855911177,70582716,7170020,1023660,881770,10846537,30,30,16960,11260,5025
11.926810964,459541784,825039541,80418673,4971899,1889558,1797571,7491862,44,1,35708,9582,4896
12.027038136,459158549,724547511,121452469,19733,3423980,3022799,1427588,17,21,98056,507,3724
12.127262225,458989294,680635992,76438954,18727,2071426,4853061,30211244,77,255,50853,21589,15689
12.227493824,459254686,852861394,56857198,3110125,1766685,2305821,32988379,59,211,75719,74415,10235
12.327708604,459319044,855709572,70372513,7214526,1008158,846627,10863084,36,68,17087,11380,5018
12.427950495,459548266,856431028,70424122,7210358,999213,860541,10895198,45,1,16926,11198,5111
12.528186581,459068024,721472743,120971219,21578,3403807,3090622,1424116,11,19,100133,449,3691
12.628406717,458957226,715245403,84586257,17807,2565327,5571486,16734937,73,160,76384,497,2590
12.728651092,459046863,755648206,56155920,1571380,4113628,5138735,43421256,26,102,74354,72553,18142
12.828876132,459411817,856671031,70518839,7139944,1011611,859030,10862751,0,0,16846,11289,4966
12.929100024,459426088,856321290,70532618,7134528,992469,839587,10870532,31,32,17075,11337,5000
13.029336024,459279387,775949028,100071532,2165971,2821448,2679533,3978218,82,114,72324,4737,4188
13.129557132,459145418,724877839,121750608,18844,3416955,3025822,1424922,15,19,99343,517,3671
13.229778935,458885672,713482708,52701442,16733,741189,7260413,58476203,56,184,39454,34137,15305
13.330001376,459373926,877277007,63627274,22525,1105518,1894444,12189161,15,1,16307,13354,7340
13.430223272,459437923,748349755,62015124,17083,633859,819416,12607449,15,89,27546,22563,25480
13.530453568,458963685,568509099,42545244,2008393,3529659,6250519,52782361,180,503,10493,70768,56940
13.630689017,459461078,860931082,70824291,7185806,688125,647858,10924005,3,32,17120,11305,2566
13.730908686,459356195,860755381,70787774,7246749,694753,654452,10918752,27,43,17475,11327,2654
13.831147097,459152436,750865394,121829682,1010246,2730122,2728251,2491041,55,93,96482,425,3808
13.931388051,459179580,725448715,92418869,19317,2053433,7393954,28429239,42,86,101155,2661,3239
14.031628869,459236849,724873795,57607539,1479132,4141146,5510300,41095421,30,103,28538,46342,19564
14.131865642,459460999,860997242,70826648,7161707,691475,655994,10922763,0,0,17194,11395,2564
14.232087403,459235642,859270955,70702934,7217996,687832,680149,10886127,0,0,17479,11376,2567
14.332307381,459201176,789552759,103488978,2709863,2348316,2428049,3779910,10,31,82397,3465,3425
14.432558554,459310596,742621199,119526359,19676,3026051,2893340,1482490,24,47,95827,574,3617
14.532834520,459329439,780707005,50351785,19210,603218,6808425,58838784,54,159,37102,34369,16928
14.633064218,459417950,774063259,64557794,5942316,4113784,4291380,13456369,12,27,17320,24525,3826
14.733300403,459406688,860804203,70964080,7200006,680933,663693,10917527,0,2,17670,11368,2588
14.833526516,459240109,808823585,93626504,4225369,1713333,1742133,6802353,3,21,57914,5954,3222
14.933748247,458828674,727877743,122539110,20110,3090651,3072715,1441799,0,1,99521,499,3805
15.033980111,459178694,668203854,59706767,18000,1009131,6994638,45249048,6,51,55627,33015,13255
15.134202085,459134305,906701567,61573490,22376,961419,2058285,20894837,38,27,25346,18132,9853
15.234425374,459361064,883366217,69699511,19471,480665,784372,5374213,0,5,13500,6027,3741
15.334641516,458938338,406739310,33916638,943521,3832977,6254330,60895701,180,431,23103,87851,76685
15.434862620,459258904,855073544,70285823,7128311,1126413,935346,10858176,0,5,16412,11319,2651
15.535090285,459355330,855007817,70264189,7120183,1205808,993933,10833786,31,31,17353,11222,2612
15.635312144,459182816,761524104,104102113,3352418,2517575,2479171,4460626,52,72,85725,2203,3468
15.735563620,459180705,727577501,121490069,19469,3519936,3189750,1759741,0,4,98360,733,3739
15.835879955,459554241,756971928,53381050,15090,920362,7561651,64656287,44,111,42542,35870,29400
15.936123652,459420780,784665189,64829043,6036822,4425279,4333726,13012150,15,61,16380,11252,2694
16.036340412,458809006,850175520,70027666,7262173,1178060,982757,10824902,0,3,17465,11184,2600
16.136579635,459372161,789990783,94468883,4259121,2097445,1912645,6884874,48,89,52296,5862,3163
16.236806625,459095520,728104769,121821735,19632,3565393,3065497,1436035,0,2,96167,585,3773
16.337027704,458807595,618229197,72558173,13742,881364,8758224,49386573,39,130,65632,23915,30635
16.437258124,459333852,908423735,58591471,3818717,4770592,4917563,26021658,14,67,24934,10653,6959
16.537479687,459289218,854037684,70294726,7182488,1176626,952372,10844513,24,34,16579,11305,2635
16.637713838,459351454,829940576,76188597,7161782,1148124,1138770,9953657,49,74,33373,9099,2964
16.737939660,459142725,727439033,122034376,19137,3526163,3005768,1431593,0,1,98346,485,3710
16.838166975,458999506,684350989,90949467,17156,2252368,8801722,27225153,41,87,72285,13630,25758
16.938413880,459097310,870539931,62273180,20018,1373520,3003806,40137132,24,90,50729,10520,10526
17.038626160,459094290,880569245,69475923,49273,707205,860637,5361779,0,8,13215,5975,3778
17.138847253,459104213,655182467,43494135,23386,799112,5669033,32794999,30,206,7146,41426,76579
17.239107912,458788561,778751953,65432098,5918906,1137291,5890764,13061094,17,68,30737,74702,8458
17.339320781,459105265,855008732,70291335,7125552,1032717,875131,10840654,0,1,16948,11243,2577
17.439506028,458917895,806299449,89333735,3647894,2091416,1719408,7521988,0,24,36493,8569,2988
17.539731873,458802816,719622227,120540821,21319,3431139,3138098,1420788,31,52,98206,617,3789
17.639961303,459218047,687894865,88030397,16754,1658429,5933433,37692515,48,143,59418,14259,27147
17.740183175,458985773,870772596,62176351,3640534,1372697,3839594,29841166,13,98,73682,73376,7359
17.840404921,458857879,853548716,70233229,7141831,982337,842135,10861979,0,32,17218,11305,2714
17.940620626,459352030,840014498,74266323,6669462,1057532,892862,10864203,0,88,25922,10066,2952
18.040864087,459100396,727056692,121837083,19494,3431692,2990611,1431319,0,0,99179,479,3779
18.141102247,459067095,700197528,92053354,24299,2749835,6176953,22537895,21,27,61732,1621,22913
18.241352814,459153393,797859834,58392101,1980509,950759,2501363,43154505,19,78,83824,86548,13256
18.341581095,459440555,856945977,70327251,7194044,996056,852207,10874417,0,0,17047,11197,2548
18.441805490,459510940,857862353,70428162,7148121,1045201,871939,10876017,0,0,16994,11318,2565
18.542023618,458903926,752632080,109510304,753413,3129898,2737369,3269512,0,7,62244,4866,3524
18.642277336,459235276,723883621,121537174,19503,3343182,3736026,3648824,1,14,93604,512,3567
18.742538817,459270249,799918310,48855099,17124,944263,4243185,54712246,10,48,26387,19049,23067
18.842757986,459254964,861366652,65057582,20312,637320,795591,7496473,0,46,66124,23279,6360
18.942991997,459500946,733727167,65543260,22888,917170,1728711,16343061,16,61,21712,29121,7942
19.043227183,459178534,531742185,45420881,2812874,2625955,6679204,69402339,100,262,28863,139083,17653
19.143445644,459257984,861292132,70877633,7179734,688714,635426,10930475,5,34,17460,11382,2600
19.243675343,459270373,860169192,70756284,7194700,695948,687041,10904177,0,5,17478,11367,2620
19.343906593,459218760,740363536,122860247,197354,3035447,2966433,1663610,48,78,99995,456,3786
19.444148615,459165995,717865224,88121629,21324,2498026,3746890,21144273,32,80,73360,5286,20685
19.544398601,459306451,816362565,57452200,2662250,658380,1989785,39623014,51,201,84277,91093,14972
19.644603728,459241354,859844206,70776540,7141531,687995,652147,10915216,0,0,17370,11315,2575
19.744758543,458864605,858681718,70686496,7203540,697252,674550,10902502,47,39,17482,11344,2638
19.844973194,459045985,774247050,110408099,830583,2987577,2821710,2761360,0,5,75468,4498,3613
19.945210851,459059968,725451750,117236813,21070,2986837,4591808,9680015,5,24,86157,534,3281
20.045498547,458934126,797976237,48221251,20164,681042,3513823,54827118,79,166,78677,36347,28137
20.145713042,459262747,802042320,68130548,6864770,683422,694188,10900829,0,65,16507,58571,3032
20.245931128,459204495,859474483,70776704,7187019,687603,681817,10898670,0,6,17592,11436,2582
20.346171099,459265402,795321148,96609748,3649591,1909179,1914430,6210875,0,1,59996,5974,3556
20.446393221,458953182,749947289,125438209,36493,3032253,2964486,1470575,26,29,101933,451,3946
20.546625784,459174940,768981190,58563980,18261,1337274,5042324,43149724,72,176,30591,18428,23579
20.646842178,459310365,878450110,63657593,21884,545553,1186289,21093179,23,102,76715,25254,7919
20.747064410,459386374,883485823,68573015,21355,718381,1492608,13962516,46,74,22478,6035,3791
20.847298148,459064912,377232668,39632603,2593705,2295404,6421770,67415580,120,330,25519,162479,24340
20.947513483,459125523,853606375,70271078,7189927,1145909,965899,10835376,0,5,16440,11285,2607
21.047739863,459396764,854048297,70297795,7224929,1184231,950188,10847959,0,30,17704,11262,2654
21.147973697,459295796,761784927,105517988,1814920,3078146,2791138,2890625,85,174,80326,3558,3478
21.248207023,459049213,723459165,113022842,19096,3547830,3041166,1433789,6,15,88343,1577,3422
21.348495450,459165437,794221065,47748714,17745,960418,4833033,57345209,39,211,77090,60916,19001
21.448799136,459344377,813649626,68563657,6764022,3095003,2696808,10394377,0,5,16756,42348,2690
21.548974026,459036790,853633571,70261213,7197106,1164430,947067,10832639,32,38,17401,11219,2679
21.649196463,459271057,784961126,95430724,3550961,2343104,2086333,6103726,46,81,57243,5848,3181
21.749429410,458372841,718394193,120625678,20767,3517230,3226599,1416857,0,10,98964,449,3760
21.849654358,458974778,698953800,55705366,20195,1327856,6398636,44469816,38,123,44881,30536,12827
21.949881915,459182466,817970096,59915444,5113755,4477956,4640459,21858981,9,15,37461,27853,8714
22.050100373,459172156,852525344,70218420,7327179,1160772,943272,10828120,32,27,16490,11274,2601
22.150324121,459373909,845640186,73315012,6132348,1649469,1530287,8746693,43,73,35615,9610,2745
22.250561056,459006509,718152274,120543876,21306,3522109,3217516,1417112,2,7,97929,482,3688
22.350786573,458700614,641639800,85780395,16836,1967894,8671936,34132403,39,101,75962,18118,19660
22.451021992,459280042,856292254,59790379,19980,1373435,2826217,37946032,23,97,25991,18371,13663
22.551250372,459446092,882479189,69690904,19407,697751,813759,5368473,0,5,13345,6048,3810
22.651478026,459401678,628770493,41626474,13051,551801,2995738,47140726,97,368,23850,71912,73597
22.751743448,459386264,766150969,61986753,5378699,3846326,5239082,9273583,18,85,17392,11165,5182
22.851979041,459488064,856668132,70537255,7165891,1040573,870655,10872458,31,22,17120,11336,2596
22.952210893,459292354,788182222,94392098,4390189,1799370,1740709,7413693,51,76,46581,6514,3240
23.052440502,459019388,716136869,120010881,20375,3414561,3190134,1414318,0,5,95793,447,3689
23.152678548,459064123,622749899,79264204,15338,1144360,7510426,49529775,110,198,70841,24384,30829
23.252911347,459274891,910179197,58673550,3802818,4625380,4847912,26031450,19,84,24920,10637,7034
23.353125154,459347460,856272921,70586754,7246184,996433,872949,10860659,0,0,17015,11240,2575
23.453354977,459147507,829324215,76153342,7185132,1057910,1116159,9873306,7,26,33568,9061,2932
23.553582517,459021296,724547795,121378173,19913,3401977,3020247,1427603,4,19,98855,525,3734
23.653836542,459330779,684745093,91256187,15115,2173567,8814388,28237210,89,139,76660,14388,25533
23.754085413,459170907,859157025,61796839,1117676,4352650,5652960,40503407,25,107,44577,44744,10095
23.854303908,459204441,855250917,70278905,7150414,995499,878009,10858834,0,12,16954,11222,2571
23.954532328,459451939,857311101,70449796,7170877,1056564,868225,10881181,0,1,17272,11228,2617
24.054750519,459061911,731520697,115239186,1242432,2851706,2535858,3868069,6,14,79206,2197,3656
24.154990221,459152817,716927811,112509116,18757,2945208,5198502,8553414,0,6,94415,422,3660
24.255296633,459533243,809838861,56945732,16350,1137239,5552461,51151491,5,72,79043,23840,31049
24.355542791,459404816,883555170,69640391,20283,726823,1107635,7713498,15,60,28086,10580,4893
24.455757216,459395351,744288217,61799763,19308,901922,1870873,15656181,26,65,10233,19956,12889
24.556012922,458895767,682311069,47495948,3633835,498480,7889231,68116513,40,74,29672,106643,62648
24.656233959,459329577,859978480,70828718,7182618,680659,648725,10912467,22,27,17484,11325,2641
24.756473882,459435528,850005570,72770064,6769296,695972,645050,10917533,0,76,22480,10681,2777
24.856701350,459065878,741202027,124220645,20609,3152279,2922411,1451097,0,0,103536,476,3773
24.956948931,459125326,701645444,100456651,17682,2204847,6286503,25171725,15,127,75244,14742,26617
25.057221956,459422729,855390907,64227648,1965173,1595507,5334369,39866295,26,107,83471,69961,9125
25.157443448,459383177,860098586,70811388,7250624,690775,643264,10918928,28,26,17227,11336,2574
25.257656033,459225262,860555094,70801788,7194843,687677,671286,10913918,0,1,17415,11213,2611
25.357886590,459325039,755676365,120077565,401727,2816638,2474009,3341960,42,81,81889,2982,3688
25.458108588,458987348,733516229,112642438,18036,2245883,7205558,16289561,6,28,86516,527,3528
25.558378165,459245980,770082769,58897082,13688,2141890,6641118,47221067,111,282,92651,71483,31782
25.658606687,459215009,859032043,70684365,7216049,689502,670259,10912930,0,3,17429,11315,2604
25.758822984,459278965,861010689,70795007,7145563,684127,653222,10928079,0,3,17651,11375,2620
25.859041179,459251341,780318092,101498761,3465572,1911593,1727699,6204840,9,23,71051,4421,3414
25.959275070,459077405,743137444,124015722,20391,3053560,3038968,1458476,0,1,102505,507,3837
26.059500705,459190194,755713430,63326725,14109,816861,7619652,46191903,8,94,43068,17195,30620
26.159731693,459380818,903110556,67221361,20813,990978,2131223,19841331,9,66,69539,13636,5072
26.259960016,459246843,805631711,63959741,21219,740690,1698803,15762152,18,56,13310,5978,19613
26.360199105,459103588,620442448,45475190,2787859,640707,8317676,51523518,34,77,27039,116514,63975
26.460427729,459432729,855365073,70237218,7099738,1157613,957714,10849930,2,9,16803,11158,2560
26.560653056,459284188,854441754,70246511,7214137,1126280,918411,10851894,0,6,17580,11291,2627
26.660885373,459257381,748447700,113011673,20263,3515725,2862908,2428185,0,73,74971,3251,3576
26.761141131,459349897,725429314,116278239,19317,3145095,5694211,17698081,6,21,79550,3616,3096
26.861393954,459164700,774278609,56829898,16032,1266965,4193544,45641664,29,102,91383,80416,32664
26.961614717,459312555,852961207,70061617,7135414,1166104,963898,10823852,0,3,17000,11295,2570
27.061845819,459131620,852437525,70105928,7222577,1154743,966318,10815539,32,41,17703,11229,2776
27.162070464,459261742,770691294,100942210,2746128,2454019,2067698,5737258,28,135,63201,4391,3590
27.262289340,458895843,723759322,121208670,19872,3513177,3072799,1434095,2,2,102153,427,3807
27.362513949,459186042,784440035,59088220,18901,1466077,5713506,45416368,24,59,27484,14353,30375
27.462718932,459253183,784301078,62708232,5968458,1178839,1376150,23898030,9,109,75155,79703,6565
27.562943626,459307878,855245958,70310074,7176933,1143181,962235,10857828,32,57,17165,11295,2685
27.663159458,459462592,822489775,83166854,4279588,2132553,1846071,7690774,0,26,25986,10204,2890
27.763388827,458724976,718894464,120667638,20387,3493645,3298859,1409216,2,14,95959,514,3695
27.863637758,459253180,672779646,79525867,20011,2204088,5285079,31892998,24,89,53542,13400,13996
27.963874008,459130309,911217510,58496261,16651,904489,1559174,30222705,7,82,77880,28273,11786
28.064087224,459225771,880293808,69488907,45076,669673,838961,5359525,24,7,13172,6023,3783
28.164322256,459382706,385145814,44289126,47745,805873,5156935,75814260,179,434,40766,116816,35091
28.264628465,459035174,777991841,66303959,6350774,3855851,3428581,9962152,19,34,16998,37706,2649
28.364847038,459150886,853985982,70192866,7145741,1016038,881460,10845705,0,37,16992,11231,2658
28.465071153,458720651,786712905,92670163,3903408,2076285,1982538,6467792,53,94,56189,5841,3175
28.565287268,459069488,723955360,121346672,19547,3408838,3012549,1425542,14,21,97125,454,3824
28.665522478,459175623,746491660,59238619,20809,1310976,5726415,46058587,56,156,49487,29745,12357
28.765743642,459225900,811898220,60581347,5428482,4097499,3998750,21102466,34,59,63860,49365,8460
28.865973144,459524642,857209659,70379964,7244338,1004750,837409,10882109,0,30,16701,11357,2607
28.966205411,459491489,838253478,75683745,5725707,1651295,1585085,8325635,97,188,34958,9647,2764
29.066428365,458926310,715350094,119749175,19085,3371377,3205891,1411316,35,31,95642,514,3830
29.166660200,459249204,638954826,81912554,16526,1948518,7731198,32675093,72,184,69769,20858,11141
29.266911847,459368897,806435333,57289482,1547997,4636626,5588255,38013826,19,81,27763,23484,12967
29.367132658,459181109,856095271,70304553,7247000,999178,848101,10872296,0,41,16748,11249,2654
29.467349568,459281233,856048779,70339614,7220624,1031036,869805,10864634,0,30,16897,11373,2632
29.567581833,459173371,742927644,112959429,1579450,2868539,2714636,3066193,28,53,95983,417,3687
29.667813345,459186609,706572227,100418616,16740,2575100,6527475,13815613,0,3,95630,429,3196
29.768069620,459165842,748385295,57954109,19085,1176601,5503683,55137461,82,231,43624,33835,34055
29.868295790,459235773,881822918,69602114,20312,633766,837261,5361755,36,47,12942,5991,3707
29.968511642,459412229,652721996,57185542,17490,567584,1102919,5188337,109,142,26477,22588,25938
